teamNum,District
4546,New England
4547,Others
4549,Others
4550,Others
4555,New England
4557,New England
4561,North Carolina
4562,Others
4564,New England
4565,Others
4567,Others
4568,Michigan
4571,Others
4572,New England
4573,Mid-Atlantic
4575,Mid-Atlantic
4576,Others
4578,Others
4579,Pacific Northwest
4580,Indiana
4582,Others
4583,Others
4584,Others
4585,Others
4586,Israel
4587,Others
4590,Israel
4592,Others
4593,Others
4594,Others
4595,Ontario
4597,Others
4598,Others
4600,Others
4601,Others
4603,Others
4604,Others
4607,Others
4608,Pacific Northwest
4610,Others
4611,Others
4613,Others
4614,Others
4616,Others
4618,Ontario
4619,Others
4622,Others
4623,Others
4624,Others
4625,Others
4626,Others
4627,Others
4630,Others
4632,Others
4635,Others
4637,Mid-Atlantic
4638,Chesapeake
4639,Others
4640,Others
4641,Others
4643,Others
4645,Others
4646,Others
4648,Others
4649,Israel
4652,Pacific Northwest
4653,Mid-Atlantic
4655,Others
4656,Others
4661,Israel
4662,Pacific Northwest
4663,Others
4664,Others
4665,Others
4669,Others
4674,Others
4678,Ontario
4680,Michigan
4681,Pacific Northwest
4682,Pacific Northwest
4683,Pacific Northwest
4688,Ontario
4692,Pacific Northwest
4693,Others
4694,Others
4698,Others
4701,Peachtree
4702,Others
4704,Ontario
4707,Others
4711,Others
4715,Michigan
4717,Others
4723,Others
4726,Pacific Northwest
4728,Others
4729,Others
4730,Peachtree
4731,Others
4733,Others
4734,Others
4735,Others
4737,Michigan
4738,Others
4739,Others
4740,Others
4741,Others
4744,Israel
4746,Others
4748,Others
4749,Peachtree
4750,Mid-Atlantic
4757,Israel
4758,Michigan
4761,New England
4762,Others
4763,Others
4764,Others
4765,Others
4767,North Carolina
4768,Michigan
4769,Others
4773,Others
4774,Others
4775,Others
4776,Michigan
4777,Ontario
4778,Others
4779,Michigan
4780,Others
4782,Others
4783,Ontario
4784,Israel
4786,Others
4787,Others
4792,Others
4795,North Carolina
4796,New England
4799,Others
4801,Others
4802,Others
4804,Others
4809,Others
4810,Michigan
4811,Michigan
4814,Ontario
4815,Michigan
4816,North Carolina
4817,Others
4818,Others
4819,Michigan
4821,Chesapeake
4823,Others
4827,Michigan
4828,North Carolina
4829,North Carolina
4835,Michigan
4838,Michigan
4840,Michigan
4845,Others
4847,Others
4851,Michigan
4854,Michigan
4855,Michigan
4856,Others
4859,Others
4902,Ontario
4903,Ontario
4904,Others
4905,New England
4906,New England
4907,Ontario
4908,New England
4909,New England
4910,Peachtree
4911,Pacific Northwest
4913,Others
4914,Ontario
4915,Pacific Northwest
4917,Ontario
4918,Pacific Northwest
4919,Others
4920,Ontario
4924,Others
4925,New England
4926,Indiana
4929,New England
4930,Others
4931,Others
4932,Ontario
4933,Others
4935,North Carolina
4936,Ontario
4938,Ontario
4939,Ontario
4940,Ontario
4941,Peachtree
4942,Others
4944,Others
4946,Ontario
4947,Others
4949,Chesapeake
4950,Others
4951,Ontario
4952,Others
4954,Mid-Atlantic
4955,Others
4956,Michigan
4957,Others
4958,New England
4959,Others
4961,Michigan
4964,Others
4965,Others
4967,Michigan
4968,Ontario
4970,Michigan
4972,Others
4973,Others
4976,Ontario
4978,Others
4979,Others
4980,Pacific Northwest
4982,Indiana
4983,Michigan
4984,Others
4987,New England
4988,Michigan
4990,Others
4991,Others
4992,Ontario
4994,Michigan
4998,Michigan
4999,Others
5000,New England
5002,Others
5003,Others
5005,Others
5006,Others
5010,Indiana
5012,Others
5013,Others
5015,Others
5016,Others
5019,Others
5022,Others
5024,Ontario
5025,Others
5026,Others
5027,Others
5030,Others
5031,Ontario
5032,Ontario
5033,Ontario
5036,Ontario
5038,Israel
5039,Ontario
5041,Others
5045,Others
5046,Michigan
5047,Others
5048,Michigan
5049,Others
5050,Michigan
5052,Others
5053,Michigan
5056,Michigan
5057,Others
5058,Others
5059,Others
5060,Others
5063,Others
5065,Michigan
5066,Michigan
5067,Michigan
5069,Michigan
5070,Others
5071,Others
5072,Michigan
5074,Peachtree
5077,Others
5078,Others
5082,Others
5084,Michigan
5085,Pacific Northwest
5086,Michigan
5089,Others
5090,Michigan
5093,Others
5095,Others
5096,Others
5098,Others
5099,Others
5102,Others
5103,Others
5104,Others
5107,Others
5109,Peachtree
5110,Michigan
5112,New England
5113,Mid-Atlantic
5114,Michigan
5115,Chesapeake
5118,Others
5119,Others
5122,New England
5123,Others
5124,Others
5125,Others
5126,Others
5129,New England
5130,Others
5132,Peachtree
5133,Others
5134,Others
5135,Israel
5136,Others
5137,Others
5141,Others
5142,New England
5143,Others
5144,Michigan
5145,Others
5147,Others
5148,Others
5149,Others
5150,Michigan
5152,Michigan
5155,Michigan
5156,Michigan
5159,Others
5160,North Carolina
5161,Michigan
5162,Michigan
5166,Michigan
5167,Michigan
5168,Others
5171,Others
5172,Others
5173,Michigan
5175,Michigan
5176,Others
5178,Others
5179,Others
5181,Mid-Atlantic
5182,Michigan
5183,Michigan
5186,Others
5188,Indiana
5189,Others
5190,North Carolina
5193,Michigan
5194,Michigan
5196,Others
5197,Michigan
5198,Pacific Northwest
5199,Others
5200,Others
5201,Michigan
5202,Others
5203,Michigan
5204,Michigan
5205,Michigan
5209,Others
5212,Others
5213,Michigan
5214,Michigan
5215,Michigan
5216,Michigan
5217,Michigan
5219,Peachtree
5222,Michigan
5224,Michigan
5225,Michigan
5226,Michigan
5227,Michigan
5229,Michigan
5230,Michigan
5231,Michigan
5232,Others
5234,Michigan
5235,Michigan
5238,Michigan
5239,Michigan
5241,Others
5242,Others
5243,Chesapeake
5247,Michigan
5248,Michigan
5250,Others
5251,Michigan
5253,Others
5254,Others
5255,Michigan
5256,Michigan
5257,Michigan
5260,Michigan
5261,Others
5263,Michigan
5265,New England
5268,Others
5274,Others
5275,Others
5276,Others
5278,Others
5279,Chesapeake
5282,Michigan
5283,Others
5285,Others
5288,Ontario
5290,Others
5291,Israel
5293,Peachtree
5295,Pacific Northwest
5298,Others
5299,Others
5308,Others
5310,Mid-Atlantic
5312,Others
5314,Michigan
5316,Michigan
5317,Others
5324,Ontario
5326,Others
5327,Others
5329,Others
5331,Others
5332,Peachtree
5333,Others
5338,Chesapeake
5339,Others
5340,Others
5344,Others
5347,New England
5348,Others
5350,Others
5401,Mid-Atlantic
5403,Indiana
5404,Mid-Atlantic
5406,Ontario
5407,Mid-Atlantic
5408,Ontario
5409,Ontario
5410,Others
5411,Others
5412,Others
5413,Others
5414,Others
5417,Others
5418,Others
5419,Others
5420,Mid-Atlantic
5421,Others
5422,New England
5424,Michigan
5426,Ontario
5427,Others
5428,Ontario
5429,Others
5430,Others
5431,Others
5434,Others
5436,Michigan
5437,Others
5438,Mid-Atlantic
5439,Others
5440,Others
5442,Others
5443,Others
5445,Others
5447,Michigan
5448,Michigan
5449,Others
5450,Pacific Northwest
5451,Others
5453,Others
5454,Others
5457,Mid-Atlantic
5458,Others
5459,New England
5460,Michigan
5461,Others
5462,Michigan
5464,Others
5465,Others
5467,Michigan
5468,Pacific Northwest
5470,Michigan
5471,New England
5472,Others
5473,Michigan
5474,Others
5477,Others
5478,Michigan
5480,Others
5482,Peachtree
5483,Ontario
5484,Indiana
5486,Michigan
5490,Mid-Atlantic
5491,New England
5492,Others
5493,Others
5494,New England
5496,Others
5498,Michigan
5499,Others
5500,Others
5501,Michigan
5502,Michigan
5503,Others
5504,Michigan
5505,Michigan
5506,New England
5507,Others
5508,Others
5509,Michigan
5510,Others
5511,North Carolina
5512,Others
5514,Others
5515,Others
5516,Others
5517,Michigan
5518,North Carolina
5519,Ontario
5522,Others
5523,Michigan
5524,Michigan
5525,Michigan
5526,Others
5527,Michigan
5528,Others
5530,Michigan
5531,Michigan
5532,Michigan
5533,Michigan
5534,Michigan
5535,Michigan
5538,Michigan
5539,Others
5541,Others
5542,Others
5544,North Carolina
5546,Chesapeake
5547,Michigan
5549,Chesapeake
5550,Others
5553,Others
5554,Israel
5555,Michigan
5556,New England
5557,Others
5558,Others
5559,Michigan
5560,Michigan
5561,Michigan
5562,Michigan
5563,New England
5564,Others
5567,Michigan
5568,Others
5570,Others
5572,Others
5576,Others
5577,Michigan
5578,Others
5582,Peachtree
5583,Others
5584,Others
5586,Others
5587,Chesapeake
5588,Pacific Northwest
5589,Ontario
5590,Others
5593,Others
5595,Others
5596,Ontario
5599,Others
5601,Others
5603,Michigan
5605,Others
5606,Others
5607,North Carolina
5608,Peachtree
5610,Michigan
5611,Others
5612,Michigan
5613,Others
5614,Israel
5616,Others
5618,Others
5619,Michigan
5621,Others
5622,Michigan
5623,Michigan
5624,Mid-Atlantic
5625,Others
5626,Others
5627,Others
5630,Others
5632,Peachtree
5633,New England
5634,Others
5635,Israel
5636,Israel
5637,Others
5638,Others
5639,Others
5641,Michigan
5642,Michigan
5648,Others
5651,Peachtree
5653,Others
5654,Israel
5655,Others
5657,Others
5658,Others
5659,Others
5660,Michigan
5661,Michigan
5662,Michigan
5663,Others
5664,Michigan
5665,Others
5666,Mid-Atlantic
5667,Others
5669,Others
5672,Ontario
5674,Michigan
5675,Michigan
5676,Michigan
5678,Others
5679,North Carolina
5681,Others
5682,Others
5683,Pacific Northwest
5684,Mid-Atlantic
5685,Michigan
5686,New England
5687,New England
5688,Michigan
5689,Ontario
5690,Others
5695,Michigan
5696,Others
5697,Michigan
5699,Ontario
5700,Others
5701,Others
5702,Michigan
5705,Others
5706,Michigan
5708,Michigan
5709,Michigan
5710,Michigan
5712,Michigan
5713,Michigan
5714,Michigan
5715,Israel
5716,Others
5719,Ontario
5720,Others
5721,Others
5722,Others
5724,Chesapeake
5725,Others
5726,Others
5727,North Carolina
5728,Others
5729,Others
5730,Others
5732,Mid-Atlantic
5734,Peachtree
5735,New England
5736,Others
5737,Others
5740,Others
5744,Others
5746,New England
5747,Israel
5748,Pacific Northwest
5752,New England
5753,Others
5754,Others
5756,Michigan
5762,North Carolina
5763,Others
5765,Others
5773,Others
5774,Michigan
5775,Others
5776,Ontario
5777,Others
5781,Others
5783,Others
5785,Others
5787,Others
5800,Others
5801,Others
5802,Others
5803,Pacific Northwest
5804,Chesapeake
5805,Others
5806,Others
5809,Others
5810,Others
5811,Others
5813,New England
5816,Others
5817,Others
5818,Others
5819,Others
5821,Ontario
5822,Others
5823,Others
5826,Others
5827,Pacific Northwest
5828,Peachtree
5829,Others
5830,Chesapeake
5831,Others
5834,Ontario
5835,Others
5836,Others
5837,Others
5839,Others
5840,Peachtree
5841,Chesapeake
5842,Others
5843,Michigan
5846,New England
5847,Others
5848,Peachtree
5849,Others
5851,Others
5852,Others
5853,Michigan
5854,North Carolina
5855,Others
5856,New England
5857,Others
5858,Others
5860,Michigan
5863,Others
5864,Others
5865,Others
5866,Others
5869,Others
5870,Ontario
5871,Others
5872,Others
5874,Others
5875,Others
5876,Others
5877,Others
5878,Michigan
5881,Others
5883,Others
5885,Ontario
5887,Others
5888,Others
5889,Others
5891,Others
5892,Others
5894,Others
5895,Mid-Atlantic
5899,Others
5900,Peachtree
5901,Michigan
5902,New England
5903,Others
5906,Others
5907,Michigan
5908,Others
5910,Others
5911,Ontario
5913,Others
5914,Others
5915,Michigan
5918,Others
5919,North Carolina
5920,Pacific Northwest
5921,Ontario
5923,Others
5924,Others
5926,Michigan
5927,Michigan
5928,Israel
5929,Others
5930,Others
5932,Others
5933,Others
5934,Others
5935,Others
5937,Pacific Northwest
5940,Others
5941,Pacific Northwest
5943,Others
5944,Indiana
5945,Chesapeake
5947,Others
5948,Others
5949,Others
5950,Chesapeake
5951,Israel
5952,Others
5953,Others
5954,Chesapeake
5957,Chesapeake
5959,Others
5960,Others
5962,New England
5963,Michigan
5964,Others
5965,Others
5966,Others
5968,Others
5970,Pacific Northwest
5973,Others
5974,Others
5975,Pacific Northwest
5976,Others
5977,Pacific Northwest
5980,Michigan
5982,Michigan
5983,Others
5985,Others
5986,Others
5987,Israel
5988,Others
5989,Michigan
5990,Israel
5991,Others
5992,Mid-Atlantic
5993,Others
5994,Others
5996,Others
5997,Others
5998,Others
5999,Others
6000,Others
6001,Others
6002,Michigan
6003,North Carolina
6004,North Carolina
6005,Michigan
6007,Others
6009,Ontario
6010,Others
6011,Michigan
6012,Indiana
6013,Michigan
6014,Others
6016,Mid-Atlantic
6017,Others
6018,Others
6019,Michigan
6020,Michigan
6021,Chesapeake
6022,Others
6023,Peachtree
6024,Others
6025,Others
6026,Others
6027,Others
6029,Michigan
6032,Others
6033,Michigan
6035,Others
6036,Others
6038,Others
6039,Others
6041,Others
6043,Michigan
6044,Others
6045,Others
6047,Others
6049,Israel
6050,Others
6052,Ontario
6053,Michigan
6054,Others
6055,Others
6056,Others
6057,Michigan
6059,Others
6060,Others
6062,Others
6063,Others
6064,Others
6065,Michigan
6066,Michigan
6067,Michigan
6068,Others
6070,Ontario
6071,Michigan
6072,Others
6073,Michigan
6074,Michigan
6075,Michigan
6076,Pacific Northwest
6077,Michigan
6078,Michigan
6079,Michigan
6081,Michigan
6083,Others
6084,Others
6085,Michigan
6086,Michigan
6087,Michigan
6088,Michigan
6089,Michigan
6090,Michigan
6091,Michigan
6092,Michigan
6093,Michigan
6094,Michigan
6096,Michigan
6097,Michigan
6098,Michigan
6099,Michigan
6100,Michigan
6101,Michigan
6102,Michigan
6103,Others
6104,Israel
6106,Others
6107,Others
6110,Ontario
6111,Others
6112,Michigan
6113,Michigan
6114,Michigan
6116,Michigan
6117,Michigan
6118,Others
6119,Michigan
6120,Michigan
6121,Michigan
6122,Michigan
6127,Others
6128,Michigan
6129,Pacific Northwest
6130,Ontario
6131,Others
6132,Others
6133,Others
6135,Ontario
6136,Michigan
6137,Michigan
6138,Michigan
6139,Peachtree
6140,Ontario
6141,Ontario
6144,Others
6145,Others
6146,Others
6147,Others
6149,Israel
6150,Michigan
6152,Michigan
6153,New England
6155,Others
6156,Others
6157,Others
6160,Others
6161,New England
6162,Ontario
6164,Others
6166,Others
6167,Others
6168,Israel
6170,Others
6171,Others
6172,New England
6174,Others
6175,Others
6177,Peachtree
6178,Others
6180,Others
6181,Others
6184,Others
6186,Others
6187,Others
6188,Others
6189,Chesapeake
6190,Michigan
6191,Others
6193,Michigan
6194,Chesapeake
6195,Others
6199,Others
6200,Others
6201,New England
6202,Ontario
6203,Mid-Atlantic
6204,Others
6213,Chesapeake
6214,North Carolina
6215,North Carolina
6217,Others
6218,Others
6219,Others
6220,Others
6222,Others
6223,Others
6224,New England
6225,Others
6226,Mid-Atlantic
6230,Israel
6232,Others
6237,Others
6238,Others
6239,Chesapeake
6240,North Carolina
6300,Others
6301,New England
6302,Others
6303,Others
6304,Others
6305,Others
6306,Others
6308,Others
6309,Others
6312,Chesapeake
6314,Others
6315,Others
6317,Others
6318,Others
6319,Others
6320,Others
6321,Others
6322,Others
6323,Ontario
6324,New England
6325,Peachtree
6326,Chesapeake
6327,Mid-Atlantic
6328,New England
6329,New England
6331,Ontario
6332,North Carolina
6333,New England
6334,Chesapeake
6335,New England
6336,Ontario
6337,New England
6339,Ontario
6340,Peachtree
6341,Peachtree
6342,Ontario
6343,Pacific Northwest
6344,Michigan
6345,Michigan
6346,New England
6348,Others
6350,Pacific Northwest
6351,Others
6352,Others
6353,Others
6354,Others
6355,Others
6356,Others
6357,Others
6358,Others
6359,Others
6360,Others
6361,Others
6362,Others
6363,Others
6364,Others
6366,Others
6367,New England
6369,Others
6371,Others
6372,Others
6376,Others
6377,Others
6378,Ontario
6379,Others
6381,Others
6382,Others
6383,Others
6386,Others
6388,Others
6390,Others
6391,Others
6392,Others
6393,Others
6394,Others
6397,Ontario
6398,Others
6399,Others
6400,Others
6401,Others
6402,Others
6403,Others
6404,Others
6406,Others
6407,Others
6408,Others
6410,Others
6411,Others
6412,Others
6413,Others
6414,Others
6415,Others
6416,Others
6417,Others
6418,Others
6419,Others
6420,Others
6421,Others
6422,Others
6423,Others
6424,Others
6425,Michigan
6426,North Carolina
6428,Michigan
6429,Others
6430,Others
6432,Others
6433,Others
6434,Others
6435,Others
6436,Others
6440,Others
6441,Others
6442,Pacific Northwest
6443,Pacific Northwest
6444,Others
6445,Pacific Northwest
6447,Others
6449,Others
6451,Indiana
6453,Others
6455,Others
6457,Others
6458,Others
6459,Others
6460,Others
6461,Ontario
6463,Others
6464,Others
6465,Pacific Northwest
6467,Others
6468,Others
6471,Peachtree
6473,Others
6474,Others
6476,Others
6479,Others
6481,Ontario
6482,Others
6483,Others
6484,Others
6485,Others
6487,Others
6488,Others
6489,Others
6490,Others
6492,Others
6493,Michigan
6494,Others
6498,Indiana
6499,Others
6500,North Carolina
6502,North Carolina
6503,Pacific Northwest
6504,Chesapeake
6505,Chesapeake
6506,Others
6507,Others
6508,Others
6509,Others
6510,Others
6512,North Carolina
6513,Ontario
6514,Ontario
6515,Others
6517,Others
6518,Others
6519,Others
6520,Others
6524,Others
6525,Others
6526,Others
6527,Others
6528,Michigan
6529,New England
6530,Others
6531,Michigan
6532,Michigan
6533,Michigan
6535,Others
6536,Others
6537,Ontario
6538,Michigan
6540,Others
6541,Others
6542,Others
6543,Chesapeake
6544,Ontario
6545,Michigan
6546,Others
6547,Others
6548,Michigan
6550,Michigan
6552,Michigan
6553,Others
6554,Others
6556,Michigan
6557,Michigan
6558,Michigan
6559,Michigan
6560,Others
6561,Michigan
6563,Others
6564,Ontario
6565,North Carolina
6566,Michigan
6567,Michigan
6568,Michigan
6569,Michigan
6570,Michigan
6573,Michigan
6574,Others
6575,Others
6579,Others
6580,Michigan
6581,Michigan
6582,Michigan
6583,Michigan
6584,Chesapeake
6585,Others
6586,Others
6588,Michigan
6589,Michigan
6590,Others
6591,Michigan
6592,Michigan
6593,Others
6594,Michigan
6595,Michigan
6597,Michigan
6599,Michigan
6600,Michigan
6601,Others
6604,Others
6605,Others
6606,Others
6608,Others
6610,Michigan
6611,Michigan
6612,Others
6613,Others
6615,Michigan
6616,Michigan
6618,Michigan
6619,Others
6620,New England
6621,Others
6622,Others
6624,Others
6626,Others
6627,Michigan
6628,Others
6630,Others
6631,Michigan
6632,Ontario
6633,Michigan
6635,Michigan
6636,Others
6637,Michigan
6638,Michigan
6639,North Carolina
6640,Others
6642,Michigan
6643,Others
6644,Others
6645,Others
6646,Others
6647,Others
6648,Others
6649,Michigan
6650,Others
6651,Others
6652,Others
6653,Others
6654,Others
6655,Others
6656,Others
6657,Others
6658,Others
6659,Others
6660,Others
6662,Others
6664,Others
6665,Others
6666,Others
6667,Mid-Atlantic
6668,Others
6670,Others
6671,Others
6672,Others
6674,Others
6676,Others
6677,Others
6679,Others
6680,Others
6682,Others
6683,Others
6684,Others
6685,Others
6686,Others
6688,Others
6690,New England
6691,New England
6692,Others
6693,Others
6694,Others
6695,Others
6696,Pacific Northwest
6697,Others
6699,Others
6700,Others
6701,Others
6702,Others
6704,Others
6705,Peachtree
6706,Others
6707,Others
6708,Others
6709,Others
6711,Others
6712,Peachtree
6714,Peachtree
6715,Peachtree
6716,Peachtree
6717,Others
6718,Others
6720,Others
6721,Indiana
6722,Others
6723,New England
6725,Ontario
6727,Others
6729,North Carolina
6730,Others
6731,New England
6732,Others
6736,Israel
6738,Israel
6739,Israel
6740,Israel
6741,Israel
6742,Michigan
6743,Others
6744,Others
6746,Others
6748,Others
6749,Others
6750,Peachtree
6751,Others
6753,Michigan
6754,Others
6755,Others
6758,Others
6762,New England
6763,New England
6764,Others
6765,Others
6766,Others
6768,Others
6771,Others
6800,Others
6801,Others
6802,Chesapeake
6803,Others
6804,Others
6805,Others
6806,Others
6807,Others
6808,Mid-Atlantic
6809,Others
6810,Others
6811,New England
6812,New England
6813,Others
6814,Others
6817,Others
6818,Others
6819,Others
6820,Others
6821,Others
6822,Others
6823,Others
6824,Others
6825,Others
6826,Others
6827,Others
6829,Peachtree
6830,Others
6831,Pacific Northwest
6832,Others
6833,Others
6834,Others
6836,Others
6837,Others
6838,Others
6840,Others
6841,Others
6842,Peachtree
6843,Others
6844,Others
6845,Pacific Northwest
6846,Others
6847,Others
6850,Others
6851,Others
6852,Michigan
6854,Ontario
6855,Others
6856,Ontario
6858,Others
6859,Ontario
6860,Mid-Atlantic
6861,Michigan
6862,Michigan
6863,Chesapeake
6864,Ontario
6865,Ontario
6866,Ontario
6867,Ontario
6868,Others
6869,Others
6870,Others
6871,Others
6872,Others
6873,Others
6874,Others
6875,Ontario
6877,Michigan
6878,Ontario
6880,Others
6881,Ontario
6882,Chesapeake
6883,Others
6884,Others
6885,Others
6886,Others
6887,Peachtree
6888,North Carolina
6889,Others
6891,Others
6892,Others
6893,Chesapeake
6894,North Carolina
6895,New England
6896,Others
6897,Mid-Atlantic
6898,Others
6899,North Carolina
6900,Others
6901,Others
6902,Others
6904,Others
6905,Peachtree
6906,Others
6907,Others
6908,North Carolina
6909,Others
6910,Peachtree
6911,Others
6912,Others
6913,Others
6914,Michigan
6915,Others
6916,Others
6917,Ontario
6918,Others
6919,Peachtree
6920,Others
6921,Mid-Atlantic
6922,Others
6923,Others
6925,Peachtree
6926,Others
6927,Others
6928,Others
6929,Others
6931,Others
6932,North Carolina
6933,New England
6934,Others
6935,Others
6936,Others
6937,Others
6938,Others
6940,Others
6941,Others
6943,Mid-Atlantic
6944,Peachtree
6945,Mid-Atlantic
6946,Others
6947,Others
6948,Others
6949,Others
6950,Others
6951,Others
6952,Others
6953,Others
6954,Michigan
6955,Others
6956,Indiana
6957,Others
6958,Michigan
6959,Pacific Northwest
6960,Others
6961,Others
6962,Others
6963,Michigan
6964,Others
6965,Others
6967,Others
6968,Others
6969,Others
6970,Others
6971,Others
6973,Others
6974,Others
6975,Ontario
6976,Others
6977,Ontario
6978,Ontario
6979,Others
6981,Others
6982,Others
6983,Others
6985,Others
6986,Others
6987,Ontario
6988,Others
6989,Others
6990,Others
6991,Others
6992,Ontario
6993,Others
6995,Others
6996,Others
6997,Others
6998,Others
6999,Others
7000,Others
7001,Others
7002,Others
7004,Others
7006,Others
7009,Others
7010,Others
7013,Ontario
7016,Others
7017,Others
7018,Others
7019,Others
7020,Michigan
7021,Others
7022,Ontario
7023,Others
7024,Mid-Atlantic
7025,Others
7026,Others
7027,Others
7028,Others
7029,North Carolina
7030,Others
7031,Others
7032,Pacific Northwest
7033,Others
7034,Pacific Northwest
7035,Others
7036,Others
7037,Others
7038,Others
7039,Israel
7040,Others
7041,Others
7042,Others
7043,Others
7045,Mid-Atlantic
7046,Others
7047,Others
7048,Others
7050,Others
7051,Others
7052,Ontario
7053,Others
7054,Michigan
7055,Others
7056,Michigan
7057,Others
7058,Ontario
7059,Others
7060,Peachtree
7063,Others
7064,Others
7065,Others
7066,Others
7067,Israel
7068,Others
7069,Others
7070,Others
7071,Others
7072,Others
7073,Michigan
7074,Others
7075,Others
7076,Peachtree
7077,Others
7078,Others
7079,Israel
7080,Others
7081,Others
7083,Israel
7084,Michigan
7085,Others
7086,Others
7088,Others
7091,Others
7093,Others
7094,Others
7095,Others
7096,Others
7097,Others
7101,Michigan
7102,Others
7103,Others
7104,Peachtree
7106,Others
7107,Others
7108,Others
7109,Michigan
7110,Mid-Atlantic
7111,Others
7112,Israel
7113,Others
7115,Others
7116,Others
7117,Others
7118,Pacific Northwest
7119,Others
7120,Others
7121,Others
7122,Others
7123,Others
7124,Others
7125,Others
7126,New England
7127,New England
7128,Others
7129,Others
7130,Others
7133,New England
7134,Others
7135,Others
7136,Ontario
7137,Others
7138,Others
7140,Others
7141,Others
7142,Others
7143,Michigan
7144,Michigan
7145,Michigan
7146,Others
7147,Michigan
7148,Others
7149,Others
7150,Michigan
7151,Others
7152,Others
7153,New England
7154,Michigan
7155,Michigan
7156,Michigan
7157,Others
7158,Others
7159,Others
7160,Michigan
7161,Others
7162,Others
7163,Others
7164,New England
7165,Others
7166,Michigan
7167,Others
7168,Michigan
7169,Others
7170,Others
7171,Michigan
7172,Michigan
7173,Others
7174,Michigan
7175,Michigan
7176,Ontario
7177,Israel
7178,Michigan
7179,Others
7180,Others
7181,Others
7182,Others
7183,Others
7184,Others
7185,Others
7187,Michigan
7188,Michigan
7189,Others
7190,Others
7191,Michigan
7192,Michigan
7193,Others
7194,Others
7195,Michigan
7196,Michigan
7197,Michigan
7198,Indiana
7199,Others
7200,Ontario
7201,Others
7202,Michigan
7203,Michigan
7204,Pacific Northwest
7205,Others
7206,Michigan
7208,Michigan
7209,Michigan
7210,Michigan
7211,Michigan
7212,New England
7213,Michigan
7214,Others
7215,Others
7216,Others
7217,Others
7218,Michigan
7219,Michigan
7220,Michigan
7221,Michigan
7222,Michigan
7223,Michigan
7224,Michigan
7225,Michigan
7226,Michigan
7227,Others
7228,Others
7229,Others
7230,Others
7231,Others
7232,Michigan
7234,Michigan
7235,Others
7237,Others
7238,Others
7239,Others
7240,New England
7242,Others
7243,Others
7244,Michigan
7245,Others
7246,Others
7247,Michigan
7248,Michigan
7249,Others
7250,Michigan
7251,Others
7254,Michigan
7255,Others
7256,Michigan
7257,Others
7258,Others
7259,New England
7260,Others
7262,Others
7263,Others
7264,Others
7265,North Carolina
7266,New England
7267,Ontario
7268,Others
7269,New England
7270,North Carolina
7271,Others
7272,Others
7273,Others
7274,Others
7275,Others
7277,Others
7278,Others
7279,Others
7280,Others
7281,Others
7282,Others
7283,Others
7284,Others
7286,Israel
7287,Others
7288,Others
7289,Michigan
7290,Others
7291,Others
7292,Others
7293,Others
7294,Others
7295,Others
7296,Others
7297,Others
7298,Others
7299,Others
7301,Others
7302,Israel
7303,Others
7305,North Carolina
7306,New England
7308,Others
7309,Others
7311,Others
7312,Others
7313,Others
7314,New England
7315,Peachtree
7316,Others
7317,Others
7318,Others
7319,Others
7321,Others
7322,Others
7323,Others
7324,Others
7325,Others
7326,Others
7327,Others
7329,Ontario
7330,Chesapeake
7331,Others
